103	CAIUS (R.P.F.)	CAIUS	R.P.F.	https://www.idref.fr/Sru/Solr?q=persname_t:CAIUS%20R.P.F.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CAIUS%20AND%20R.P.F.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	76	0
104	CALINESCU (J.)	CALINESCU	J.	https://www.idref.fr/Sru/Solr?q=persname_t:CALINESCU%20J.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CALINESCU%20AND%20J.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	8	0
106	CAMBILLET	CAMBILLET		https://www.idref.fr/Sru/Solr?q=persname_t:CAMBILLET&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CAMBILLET)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0	0
107	CAMINOPETROS (JEAN)	CAMINOPETROS	JEAN	https://www.idref.fr/Sru/Solr?q=persname_t:CAMINOPETROS%20JEAN&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CAMINOPETROS%20AND%20JEAN)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0	0
110	CARDAMATIS (J.P.)	CARDAMATIS	J.P.	https://www.idref.fr/Sru/Solr?q=persname_t:CARDAMATIS%20J.P.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CARDAMATIS%20AND%20J.P.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	1	0
111	CARDEW (A.G.)	CARDEW	A.G.	https://www.idref.fr/Sru/Solr?q=persname_t:CARDEW%20A.G.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CARDEW%20AND%20A.G.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	11	0
112	CARINI (A.)	CARINI	A.	https://www.idref.fr/Sru/Solr?q=persname_t:CARINI%20A.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CARINI%20AND%20A.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	38	0
113	CARONIA (G.)	CARONIA	G.	https://www.idref.fr/Sru/Solr?q=persname_t:CARONIA%20G.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CARONIA%20AND%20G.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	5	0
116	CATOUILLARD (G.)	CATOUILLARD	G.	https://www.idref.fr/Sru/Solr?q=persname_t:CATOUILLARD%20G.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CATOUILLARD%20AND%20G.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	2	0
117	CAUCHEMEZ (L.)	CAUCHEMEZ	L.	https://www.idref.fr/Sru/Solr?q=persname_t:CAUCHEMEZ%20L.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CAUCHEMEZ%20AND%20L.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	3	0
118	CAZALBOU (L.)	CAZALBOU	L.	https://www.idref.fr/Sru/Solr?q=persname_t:CAZALBOU%20L.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(CAZALBOU%20AND%20L.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	6	0
